fold,accuracy,macro_f1,weighted_f1
1,0.8710084033613446,0.865993426184478,0.8683442856589514
2,0.8705882352941177,0.8568714027082255,0.8715614481838211
3,0.8902900378310215,0.8830366618904645,0.889767712800435
4,0.8633879781420765,0.867993444393431,0.8629824060204049
5,0.8886086591004624,0.8872059901991259,0.8889956376264299
