fold,accuracy,macro_f1,weighted_f1
1,0.8743697478991597,0.8702537259606518,0.8717284213728357
2,0.8760504201680672,0.8684331202830867,0.8764728613730949
3,0.8814627994955864,0.8686355021143315,0.8815790032330959
4,0.8478352248844052,0.849997660736434,0.8470485057054642
5,0.8860865910046238,0.8825708497317147,0.8874263108034096
