fold,accuracy,macro_f1,weighted_f1
1,0.8743697478991597,0.8711132984646971,0.8730214149077118
2,0.892436974789916,0.8818535650183099,0.8930676017877565
3,0.8806221101303069,0.8759052948222719,0.8809505443896235
4,0.8659100462379151,0.8682423410974471,0.8655587759464641
5,0.8848255569567045,0.8824636487533319,0.8852172793745537
