fold,accuracy,macro_f1,weighted_f1
1,0.8773109243697479,0.8731177910486491,0.8744128364673581
2,0.8840336134453781,0.8738319997140083,0.8839937358342164
3,0.8936527952921396,0.8909286753506064,0.8943653905096467
4,0.8638083228247163,0.8678487561668478,0.8634598334138327
5,0.8923917612442203,0.8901945622120099,0.8927400668026331
